GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
105371082	8.04e-01	6.12e-01	0.7024	-0.5075321	-0.3565083	172.06	LOC105371082	uncharacterized LOC105371082
10228	8.04e-01	6.12e-01	0.2026	0.5071178	0.1027176	1501.07	STX6	syntaxin 6
26053	8.04e-01	6.12e-01	0.4698	-0.5071415	-0.2382494	76.83	AUTS2	activator of transcription and developmental regulator AUTS2
9530	8.04e-01	6.12e-01	0.235	0.5070758	0.1191829	505.64	BAG4	BAG cochaperone 4
102725022	8.04e-01	6.12e-01	0.4271	0.5070708	0.2165898	67.5	LINC02352	long intergenic non-protein coding RNA 2352
30000	8.04e-01	6.12e-01	0.2188	-0.5072203	-0.1109705	651.48	TNPO2	transportin 2
3275	8.04e-01	6.12e-01	0.1881	0.507273	0.0954185	4073.04	PRMT2	protein arginine methyltransferase 2
22853	8.04e-01	6.12e-01	0.3719	0.5067757	0.188488	1123.93	LMTK2	lemur tyrosine kinase 2
105376876	8.04e-01	6.12e-01	0.6972	0.5065579	0.3531698	6.57	LOC105376876	uncharacterized LOC105376876
9730	8.04e-01	6.12e-01	0.2103	-0.5065938	-0.10653	613.74	DCAF1	DDB1 and CUL4 associated factor 1
8548	8.04e-01	6.13e-01	0.4038	0.5064629	0.2045265	725.36	BLZF1	basic leucine zipper nuclear factor 1
10541	8.04e-01	6.13e-01	0.3186	-0.5061688	-0.1612699	2774.27	ANP32B	acidic nuclear phosphoprotein 32 family member B
151507	8.05e-01	6.13e-01	0.3672	-0.5058302	-0.185741	31.48	MSL3P1	MSL complex subunit 3 pseudogene 1
440145	8.05e-01	6.13e-01	0.2066	0.5056954	0.1044813	199.19	MZT1	mitotic spindle organizing protein 1
105375610	8.05e-01	6.13e-01	0.6433	0.5054739	0.3251896	7.37	LOC105375610	uncharacterized LOC105375610
165	8.05e-01	6.13e-01	0.6747	-0.5053325	-0.3409674	33.8	AEBP1	AE binding protein 1
100271722	8.05e-01	6.13e-01	0.3764	0.5053264	0.1902202	143.42	LINC00899	long intergenic non-protein coding RNA 899
65979	8.05e-01	6.13e-01	0.31	0.5051078	0.1565897	403.05	PHACTR4	phosphatase and actin regulator 4
8417	8.06e-01	6.14e-01	0.268	0.5045143	0.1352182	4670.38	STX7	syntaxin 7
595101	8.06e-01	6.14e-01	0.2896	0.5043921	0.1460823	337.41	SMG1P5	SMG1 pseudogene 5
51100	8.06e-01	6.14e-01	0.4118	0.5040921	0.2075872	11363.3	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1
101927730	8.06e-01	6.14e-01	0.5747	-0.5041063	-0.2896974	29.49	SERPINB9-AS1	SERPINB9 antisense RNA 1
8509	8.06e-01	6.14e-01	0.2078	-0.5040496	-0.104735	1862.63	NDST2	N-deacetylase and N-sulfotransferase 2
11128	8.06e-01	6.14e-01	0.2309	-0.5037881	-0.1163435	269.99	POLR3A	RNA polymerase III subunit A
79603	8.06e-01	6.14e-01	0.3834	-0.5038352	-0.1931529	519.05	CERS4	ceramide synthase 4
55764	8.06e-01	6.15e-01	0.2126	-0.5032782	-0.1070066	176.57	IFT122	intraflagellar transport 122
101927021	8.06e-01	6.15e-01	0.3497	-0.5033303	-0.1760373	59.78	ZFAND2A-DT	ZFAND2A divergent transcript
22800	8.06e-01	6.15e-01	0.386	0.5033418	0.1942692	120	RRAS2	RAS related 2
8065	8.06e-01	6.15e-01	0.2349	-0.5034981	-0.1182523	493.11	CUL5	cullin 5
57474	8.06e-01	6.15e-01	0.1814	-0.5033263	-0.0913057	180.91	ZNF490	zinc finger protein 490
105379524	8.06e-01	6.15e-01	0.548	-0.5028811	-0.27556	16.69	LOC105379524	uncharacterized LOC105379524
10550	8.06e-01	6.15e-01	0.27	-0.5029427	-0.1357931	7295.18	ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5
101927323	8.06e-01	6.15e-01	0.5136	-0.5028587	-0.258288	9.14	PPP4R1-AS1	PPP4R1 antisense RNA 1
105376794	8.06e-01	6.15e-01	0.4343	-0.5026837	-0.2183066	373.98	LOC105376794	
22887	8.06e-01	6.15e-01	0.2583	0.5026993	0.1298439	1093.19	FOXJ3	forkhead box J3
27109	8.06e-01	6.15e-01	0.1799	-0.502576	-0.0904306	195.15	DMAC2L	distal membrane arm assembly component 2 like
100129405	8.06e-01	6.15e-01	0.2085	-0.502351	-0.1047424	274.64	MSTO2P	misato family member 2, pseudogene
3044	8.06e-01	6.15e-01	0.7443	-0.5023284	-0.3738675	2911.74	HBBP1	hemoglobin subunit beta pseudogene 1
9141	8.06e-01	6.16e-01	0.2932	-0.5021991	-0.1472664	376.38	PDCD5	programmed cell death 5
10749	8.07e-01	6.16e-01	0.2174	-0.5018116	-0.10908	934.34	KIF1C	kinesin family member 1C
3274	8.07e-01	6.16e-01	0.3666	0.5015209	0.1838803	9829.46	HRH2	histamine receptor H2
29883	8.07e-01	6.16e-01	0.2284	0.5016374	0.1145559	1449.11	CNOT7	CCR4-NOT transcription complex subunit 7
728229	8.07e-01	6.16e-01	0.7306	-0.5015732	-0.3664368	32.03	TMEM191B	transmembrane protein 191B
378108	8.07e-01	6.16e-01	0.2932	0.5014367	0.1470061	377.97	TRIM74	tripartite motif containing 74
55892	8.07e-01	6.16e-01	0.287	0.501325	0.1438886	765.81	MYNN	myoneurin
107986265	8.07e-01	6.17e-01	0.2404	-0.5007991	-0.1203917	1060.04	LOC107986265	
4758	8.07e-01	6.16e-01	0.256	-0.5008364	-0.128202	1783.95	NEU1	neuraminidase 1
118813	8.07e-01	6.16e-01	0.219	-0.5008438	-0.1096949	1515.54	ZFYVE27	zinc finger FYVE-type containing 27
10443	8.07e-01	6.16e-01	0.2614	-0.5009657	-0.1309775	4062.25	N4BP2L2	NEDD4 binding protein 2 like 2
348093	8.07e-01	6.16e-01	0.7726	-0.5008385	-0.386943	39.38	RBPMS2	RNA binding protein, mRNA processing factor 2
200081	8.07e-01	6.17e-01	0.1939	-0.5005496	-0.0970695	918.57	TXLNA	taxilin alpha
105373023	8.07e-01	6.17e-01	0.5844	0.5004938	0.2924785	8.48	LOC105373023	uncharacterized LOC105373023
9654	8.07e-01	6.17e-01	0.258	0.5003393	0.1290998	989.13	TTLL4	tubulin tyrosine ligase like 4
221785	8.07e-01	6.17e-01	0.183	-0.5001475	-0.0915321	366.88	ZSCAN25	zinc finger and SCAN domain containing 25
80127	8.07e-01	6.17e-01	0.2174	-0.5001375	-0.108725	58.47	BBOF1	basal body orientation factor 1
23474	8.07e-01	6.17e-01	0.408	-0.5001729	-0.2040613	574.25	ETHE1	ETHE1 persulfide dioxygenase
101928578	8.07e-01	6.17e-01	0.4247	0.5001589	0.2124114	36.7	RAP2C-AS1	RAP2C antisense RNA 1
26986	8.07e-01	6.17e-01	0.2578	-0.4999694	-0.1289076	18489.82	PABPC1	poly(A) binding protein cytoplasmic 1
79849	8.07e-01	6.17e-01	0.5642	-0.4999115	-0.2820592	25.16	NHERF4	NHERF family PDZ scaffold protein 4
6556	8.07e-01	6.17e-01	0.4799	0.4996222	0.2397637	23987.86	SLC11A1	solute carrier family 11 member 1
101928236	8.07e-01	6.17e-01	0.5237	0.4994466	0.2615811	68.49	LOC101928236	uncharacterized LOC101928236
85865	8.07e-01	6.18e-01	0.1856	-0.4993462	-0.0926631	388.98	GTPBP10	GTP binding protein 10
3189	8.07e-01	6.18e-01	0.278	0.4993168	0.1387999	4406.49	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3
103611081	8.07e-01	6.18e-01	0.2844	0.4993844	0.1420496	80.54	LOC103611081	replaced by ID 399979
2059	8.07e-01	6.18e-01	0.461	0.4992377	0.2301632	60.58	EPS8	epidermal growth factor receptor pathway substrate 8
9724	8.07e-01	6.18e-01	0.331	0.4992968	0.1652487	277.28	UTP14C	UTP14C small subunit processome component
55784	8.07e-01	6.17e-01	0.4465	0.4996518	0.2231136	5650.21	MCTP2	multiple C2 and transmembrane domain containing 2
342372	8.07e-01	6.17e-01	0.3309	0.49973	0.1653545	33.41	PKD1L3	polycystin 1 like 3, transient receptor potential channel interacting
745	8.08e-01	6.18e-01	0.4714	-0.4989577	-0.2352114	29.63	MYRF	myelin regulatory factor
107985295	8.08e-01	6.18e-01	0.3752	-0.4990837	-0.1872343	12.28	LOC107985295	uncharacterized LOC107985295
107985667	8.08e-01	6.18e-01	0.5766	0.4989556	0.2876835	13.31	LOC107985667	uncharacterized LOC107985667
8671	8.08e-01	6.18e-01	0.5705	-0.4988054	-0.2845643	23.04	SLC4A4	solute carrier family 4 member 4
6540	8.08e-01	6.18e-01	0.461	0.4987645	0.2299171	15.71	SLC6A13	solute carrier family 6 member 13
8115	8.08e-01	6.18e-01	0.6636	-0.4986593	-0.3309194	375.8	TCL1A	TCL1 family AKT coactivator A
55210	8.08e-01	6.20e-01	0.4583	-0.4963452	-0.2274699	85.63	ATAD3A	ATPase family AAA domain containing 3A
6723	8.08e-01	6.19e-01	0.4477	0.4976731	0.2227866	257.85	SRM	spermidine synthase
55599	8.08e-01	6.20e-01	0.2877	0.495954	0.1426683	673.99	RNPC3	RNA binding region (RNP1, RRM) containing 3
644591	8.08e-01	6.20e-01	0.3745	0.4957727	0.1856806	19.63	PPIAL4G	peptidylprolyl isomerase A like 4G
6279	8.08e-01	6.20e-01	0.4859	-0.4958776	-0.2409528	482538.88	S100A8	S100 calcium binding protein A8
107985892	8.08e-01	6.20e-01	0.4788	0.4956823	0.2373088	36.1	LOC107985892	uncharacterized LOC107985892
3081	8.08e-01	6.20e-01	0.4319	-0.496183	-0.2143118	112.63	HGD	homogentisate 1,2-dioxygenase
8607	8.08e-01	6.20e-01	0.2658	0.4961202	0.131865	446.47	RUVBL1	RuvB like AAA ATPase 1
285315	8.08e-01	6.19e-01	0.3851	-0.4967128	-0.1912866	27.28	C3orf33	chromosome 3 open reading frame 33
105374304	8.08e-01	6.18e-01	0.7293	-0.498455	-0.3635155	188.78	LOC105374304	uncharacterized LOC105374304
79667	8.08e-01	6.19e-01	0.3987	0.4979506	0.1985338	35.31	KLF3-AS1	KLF3 antisense RNA 1
93627	8.08e-01	6.19e-01	0.381	0.4976798	0.1896167	304.73	TBCK	TBC1 domain containing kinase
3710	8.08e-01	6.19e-01	0.4562	-0.4975395	-0.2269961	403.9	ITPR3	inositol 1,4,5-trisphosphate receptor type 3
54210	8.08e-01	6.20e-01	0.3247	-0.4962472	-0.1611419	13435.29	TREM1	triggering receptor expressed on myeloid cells 1
594	8.08e-01	6.20e-01	0.3334	0.4961739	0.1654348	73.75	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
101929057	8.08e-01	6.19e-01	0.5121	-0.4966579	-0.2543337	18.81	MDN1-AS1	MDN1 antisense RNA 1
2617	8.08e-01	6.19e-01	0.1483	0.4974209	0.0737692	1031.33	GARS1	glycyl-tRNA synthetase 1
8910	8.08e-01	6.19e-01	0.6123	-0.4979649	-0.3048795	9.25	SGCE	sarcoglycan epsilon
10165	8.08e-01	6.19e-01	0.219	0.4979014	0.1090253	234.5	SLC25A13	solute carrier family 25 member 13
29923	8.08e-01	6.18e-01	0.3216	0.49821	0.1602058	35.45	HILPDA	hypoxia inducible lipid droplet associated
84131	8.08e-01	6.20e-01	0.325	0.4963485	0.1613375	327.15	CEP78	centrosomal protein 78
55749	8.08e-01	6.20e-01	0.1733	0.4955409	0.0858654	967.51	CCAR1	cell division cycle and apoptosis regulator 1
6749	8.08e-01	6.19e-01	0.2776	-0.4966644	-0.1378835	1086.28	SSRP1	structure specific recognition protein 1
677792	8.08e-01	6.19e-01	0.4154	0.4974022	0.2066181	14.74	SNORA1	small nucleolar RNA, H/ACA box 1
51071	8.08e-01	6.20e-01	0.2395	0.4956479	0.1187058	582.58	DERA	deoxyribose-phosphate aldolase
105369755	8.08e-01	6.20e-01	0.3403	0.4959992	0.168782	46.43	LOC105369755	uncharacterized LOC105369755
55884	8.08e-01	6.19e-01	0.3435	0.4966764	0.1706299	1930.69	WSB2	WD repeat and SOCS box containing 2
55829	8.08e-01	6.19e-01	0.2365	0.4972046	0.1176034	644.49	SELENOS	selenoprotein S
84662	8.08e-01	6.20e-01	0.5169	0.4959738	0.256364	35.67	GLIS2	GLIS family zinc finger 2
1258	8.08e-01	6.18e-01	0.6302	0.4982501	0.3139922	26.92	CNGB1	cyclic nucleotide gated channel subunit beta 1
6553	8.08e-01	6.19e-01	0.4917	-0.4969989	-0.2443901	11.01	SLC9A5	solute carrier family 9 member A5
3682	8.08e-01	6.19e-01	0.2619	-0.497706	-0.1303686	416.19	ITGAE	integrin subunit alpha E
55135	8.08e-01	6.20e-01	0.3045	-0.495601	-0.1509044	190.64	WRAP53	WD repeat containing antisense to TP53
100131094	8.08e-01	6.20e-01	0.3274	0.4963363	0.1624986	40.69	DPP9-AS1	DPP9 antisense RNA 1
10053	8.08e-01	6.19e-01	0.5506	-0.4969121	-0.2736169	98.4	AP1M2	adaptor related protein complex 1 subunit mu 2
163049	8.08e-01	6.20e-01	0.2192	0.4960903	0.1087323	557.68	ZNF791	zinc finger protein 791
54815	8.08e-01	6.20e-01	0.2047	-0.4956818	-0.1014682	1671.44	GATAD2A	GATA zinc finger domain containing 2A
148137	8.08e-01	6.19e-01	0.2333	0.4972742	0.1160303	184.94	PROSER3	proline and serine rich 3
55101	8.08e-01	6.20e-01	0.1958	0.4965012	0.097215	468.12	DMAC2	distal membrane arm assembly component 2
390963	8.08e-01	6.20e-01	0.334	-0.496407	-0.1658193	514.55	ZNF818P	zinc finger protein 818, pseudogene
7710	8.08e-01	6.20e-01	0.4317	0.496271	0.2142521	48.73	ZNF154	zinc finger protein 154
105372499	8.08e-01	6.19e-01	0.3739	-0.4971485	-0.1859071	166.02	LOC105372499	uncharacterized LOC105372499
26051	8.08e-01	6.20e-01	0.4428	-0.4963721	-0.2197788	649.19	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
100302692	8.08e-01	6.19e-01	0.2349	0.4978066	0.1169239	117.26	FTX	FTX transcript, XIST regulator
9131	8.08e-01	6.18e-01	0.1942	-0.4982826	-0.0967439	476.96	AIFM1	apoptosis inducing factor mitochondria associated 1
101927830	8.08e-01	6.19e-01	0.3874	0.4967501	0.1924646	67.41	LOC101927830	uncharacterized LOC101927830
100133091	8.08e-01	6.20e-01	0.3351	0.4953787	0.1660201	47.79	LINC03009	long intergenic non-protein coding RNA 3009
4174	8.08e-01	6.20e-01	0.3315	0.4951873	0.1641646	600.57	MCM5	minichromosome maintenance complex component 5
4170	8.08e-01	6.21e-01	0.3307	0.4947605	0.1636004	81346.89	MCL1	MCL1 apoptosis regulator, BCL2 family member
27249	8.08e-01	6.21e-01	0.3287	0.4946654	0.1626088	3289.96	MMADHC	metabolism of cobalamin associated D
54556	8.08e-01	6.21e-01	0.2695	0.4945148	0.1332686	753.92	ING3	inhibitor of growth family member 3
55701	8.08e-01	6.21e-01	0.4771	0.4945206	0.2359362	5604.15	ARHGEF40	Rho guanine nucleotide exchange factor 40
103752589	8.08e-01	6.21e-01	0.5544	0.4944205	0.2741307	18.49	TMEM92-AS1	TMEM92 antisense RNA 1
100529240	8.08e-01	6.21e-01	0.2287	0.4946232	0.1131071	58.67	ZNF816-ZNF321P	ZNF816-ZNF321P readthrough
85379	8.08e-01	6.21e-01	0.5985	-0.4944873	-0.2959542	28.76	KIAA1671	KIAA1671
1536	8.08e-01	6.21e-01	0.4414	-0.4944243	-0.2182502	18239.71	CYBB	cytochrome b-245 beta chain
100750247	8.08e-01	6.21e-01	0.4349	0.4942997	0.2149742	1120.63	HIF1A-AS2	HIF1A antisense RNA 2
10098	8.08e-01	6.21e-01	0.321	-0.4939021	-0.1585274	189.47	TSPAN5	tetraspanin 5
1901	8.09e-01	6.22e-01	0.3968	-0.4934492	-0.1957927	1059.51	S1PR1	sphingosine-1-phosphate receptor 1
220906	8.09e-01	6.22e-01	0.2671	-0.4935355	-0.1318292	1137.67	WAC-AS1	WAC antisense RNA 1 (head to head)
4801	8.09e-01	6.22e-01	0.2329	-0.4935643	-0.1149352	547.67	NFYB	nuclear transcription factor Y subunit beta
80298	8.09e-01	6.22e-01	0.27	-0.4936769	-0.1332746	250.51	MTERF2	mitochondrial transcription termination factor 2
10513	8.09e-01	6.22e-01	0.2934	0.4934886	0.1447737	1022.4	APPBP2	amyloid beta precursor protein binding protein 2
105373085	8.09e-01	6.22e-01	0.6155	-0.4935565	-0.3037733	13.13	NHIP	neuronal hypoxia inducible, placenta associated
100861402	8.09e-01	6.22e-01	0.2485	0.4933073	0.1226093	231.55	CERS6-AS1	CERS6 antisense RNA 1
101954278	8.09e-01	6.22e-01	0.3432	0.493282	0.1693139	12.73	RNU6-8	RNA, U6 small nuclear 8
202134	8.09e-01	6.22e-01	0.7657	-0.493137	-0.3776153	7.1	FAM153B	family with sequence similarity 153 member B
26226	8.09e-01	6.22e-01	0.3526	0.4931049	0.1738756	22.45	FBXW4P1	F-box and WD repeat domain containing 4 pseudogene 1
401397	8.09e-01	6.22e-01	0.2446	-0.4929106	-0.1205869	251.56	SMIM30	small integral membrane protein 30
93589	8.09e-01	6.22e-01	0.2657	-0.4924961	-0.1308376	354.18	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4
90378	8.09e-01	6.22e-01	0.3601	-0.4924979	-0.1773424	328.61	SAMD1	sterile alpha motif domain containing 1
107987388	8.09e-01	6.22e-01	0.3544	0.4925191	0.1745599	10.34	LOC107987388	replaced by ID 102724151
340351	8.09e-01	6.23e-01	0.3833	-0.4922406	-0.1886932	24.66	AGBL3	AGBL carboxypeptidase 3
51028	8.09e-01	6.23e-01	0.2305	0.4920691	0.1134061	1162.09	VPS36	vacuolar protein sorting 36 homolog
339005	8.09e-01	6.23e-01	0.2955	-0.4920427	-0.1453789	209.29	WHAMMP3	WHAMM pseudogene 3
257	8.09e-01	6.23e-01	0.3397	-0.4919658	-0.1671147	66.43	ALX3	ALX homeobox 3
159686	8.09e-01	6.23e-01	0.4318	0.4918402	0.2123768	109.6	CFAP58	cilia and flagella associated protein 58
1603	8.09e-01	6.23e-01	0.1595	0.4916378	0.0784166	2368.8	DAD1	defender against cell death 1
653645	8.09e-01	6.23e-01	0.4534	0.4916131	0.2228811	192.61	TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1 readthrough, transcribed pseudogene
84622	8.09e-01	6.23e-01	0.3079	0.4914595	0.1513094	85.21	ZNF594	zinc finger protein 594
10138	8.10e-01	6.23e-01	0.2666	0.4910386	0.1309157	498.81	YAF2	YY1 associated factor 2
57679	8.10e-01	6.23e-01	0.286	0.4909536	0.1404155	321.84	ALS2	alsin Rho guanine nucleotide exchange factor ALS2
57821	8.10e-01	6.24e-01	0.5102	-0.4908088	-0.2504283	9.01	CCDC181	coiled-coil domain containing 181
51616	8.10e-01	6.24e-01	0.1943	-0.4908203	-0.0953736	202.15	TAF9B	TATA-box binding protein associated factor 9b
401320	8.10e-01	6.24e-01	0.3098	0.4906872	0.1520321	1025.07	GARS1-DT	GARS1 divergent transcript
105369149	8.10e-01	6.24e-01	0.636	0.4905525	0.3119769	60.87	LOC105369149	uncharacterized LOC105369149
9883	8.10e-01	6.24e-01	0.169	0.4902594	0.0828639	1028.99	POM121	POM121 transmembrane nucleoporin
102723716	8.10e-01	6.24e-01	0.5265	0.4903533	0.2581834	17.84	LOC102723716	uncharacterized LOC102723716
25820	8.10e-01	6.24e-01	0.2642	0.490252	0.1295361	1658.6	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
54808	8.10e-01	6.24e-01	0.1852	0.4902859	0.0907854	829.57	DYM	dymeclin
26774	8.10e-01	6.24e-01	0.386	0.489955	0.189114	26.19	SNORD80	small nucleolar RNA, C/D box 80
79930	8.10e-01	6.24e-01	0.326	-0.489866	-0.159681	9145.13	DOK3	docking protein 3
254225	8.10e-01	6.24e-01	0.3074	0.4897093	0.1505256	1413.71	RNF169	ring finger protein 169
91875	8.10e-01	6.24e-01	0.2149	-0.4896655	-0.1052322	249.26	TTC5	tetratricopeptide repeat domain 5
2287	8.10e-01	6.24e-01	0.1978	-0.4896676	-0.0968344	597.63	FKBP3	FKBP prolyl isomerase 3
2072	8.10e-01	6.24e-01	0.3648	0.4897189	0.1786337	120.8	ERCC4	ERCC excision repair 4, endonuclease catalytic subunit
6192	8.10e-01	6.24e-01	1.4772	-0.4896548	-0.7233185	3314.76	RPS4Y1	ribosomal protein S4 Y-linked 1
105375740	8.10e-01	6.25e-01	0.3413	0.4892047	0.1669875	36.25	LOC105375740	uncharacterized LOC105375740
284759	8.10e-01	6.25e-01	0.3456	0.4892057	0.1690931	4833.36	SIRPB2	signal regulatory protein beta 2
152206	8.10e-01	6.25e-01	0.331	0.4890512	0.1618978	101	CCDC13	coiled-coil domain containing 13
79680	8.10e-01	6.25e-01	0.2236	-0.4889124	-0.1093175	229.27	RTL10	retrotransposon Gag like 10
7405	8.11e-01	6.25e-01	0.3024	-0.4884827	-0.147699	868.7	UVRAG	UV radiation resistance associated
253512	8.11e-01	6.25e-01	0.3472	-0.4882983	-0.1695445	246.91	SLC25A30	solute carrier family 25 member 30
57504	8.11e-01	6.26e-01	0.2454	-0.4880628	-0.1197759	170.83	MTA3	metastasis associated 1 family member 3
101929200	8.11e-01	6.26e-01	0.4165	0.4876984	0.2031234	9.89	LOC101929200	uncharacterized LOC101929200
105374902	8.11e-01	6.26e-01	0.6321	0.4877178	0.308281	17.05	LINC03055	long intergenic non-protein coding RNA 3055
29803	8.11e-01	6.26e-01	0.2989	-0.487658	-0.1457636	743.52	REPIN1	replication initiator 1
100049716	8.12e-01	6.26e-01	0.2953	0.4872476	0.1438603	549.98	NINJ2-AS1	NINJ2 antisense RNA 1
148213	8.12e-01	6.26e-01	0.4349	-0.4866736	-0.2116574	37.78	ZNF681	zinc finger protein 681
100130691	8.12e-01	6.27e-01	0.4049	0.4863748	0.1969194	24.61	LOC100130691	Putative uncharacterized protein FLJ44553
55236	8.12e-01	6.27e-01	0.284	0.486245	0.1381053	1156.82	UBA6	ubiquitin like modifier activating enzyme 6
823	8.12e-01	6.27e-01	0.2326	0.4865466	0.1131721	3164	CAPN1	calpain 1
9169	8.12e-01	6.27e-01	0.3181	0.4862142	0.1546882	4632.41	SCAF11	SR-related CTD associated factor 11
107984871	8.12e-01	6.27e-01	0.3942	0.4862688	0.1917005	17.93	LOC107984871	uncharacterized LOC107984871
107985152	8.12e-01	6.27e-01	0.3273	0.4861945	0.159149	17.35	LOC107985152	uncharacterized LOC107985152
55869	8.12e-01	6.27e-01	0.2054	0.4864884	0.0999114	196.23	HDAC8	histone deacetylase 8
23635	8.12e-01	6.27e-01	0.3065	-0.4859948	-0.1489803	525.14	SSBP2	single stranded DNA binding protein 2
92181	8.12e-01	6.27e-01	0.2035	0.4860176	0.0989012	255.71	UBTD2	ubiquitin domain containing 2
85012	8.12e-01	6.27e-01	0.3977	0.4860894	0.1933056	75.09	TCEAL3	transcription elongation factor A like 3
23225	8.12e-01	6.27e-01	0.3649	-0.4857461	-0.1772488	1529.28	NUP210	nucleoporin 210
85315	8.12e-01	6.27e-01	0.2894	-0.4857907	-0.140588	393.87	PAQR8	progestin and adipoQ receptor family member 8
26030	8.12e-01	6.27e-01	0.3575	-0.4855919	-0.1735923	2626.28	PLEKHG3	pleckstrin homology and RhoGEF domain containing G3
26234	8.12e-01	6.27e-01	0.3802	-0.4854141	-0.184574	23070.1	FBXL5	F-box and leucine rich repeat protein 5
379025	8.12e-01	6.27e-01	0.262	0.4852861	0.1271476	2799.87	PSMA3-AS1	PSMA3 antisense RNA 1
123720	8.12e-01	6.28e-01	0.2398	-0.4852192	-0.1163595	453.93	WHAMM	WASP homolog associated with actin, golgi membranes and microtubules
80273	8.13e-01	6.28e-01	0.1719	-0.4847444	-0.0833066	584.04	GRPEL1	GrpE like 1, mitochondrial
100132707	8.13e-01	6.28e-01	0.323	-0.4848925	-0.156624	88.14	PAXIP1-AS2	PAXIP1 antisense RNA 2
6641	8.13e-01	6.28e-01	0.296	-0.4847891	-0.1434989	957.21	SNTB1	syntrophin beta 1
171023	8.13e-01	6.28e-01	0.2425	0.484769	0.117546	1102.29	ASXL1	ASXL transcriptional regulator 1
26092	8.13e-01	6.28e-01	0.3081	0.4844445	0.1492734	3850.51	TOR1AIP1	torsin 1A interacting protein 1
92610	8.13e-01	6.28e-01	0.3834	0.4841376	0.1856338	1048.85	TIFA	TRAF interacting protein with forkhead associated domain
1523	8.13e-01	6.28e-01	0.1712	0.4842781	0.0829294	2095.12	CUX1	cut like homeobox 1
105376314	8.13e-01	6.28e-01	0.6836	-0.4842555	-0.3310158	39.22	LOC105376314	uncharacterized LOC105376314
114791	8.13e-01	6.28e-01	0.3373	-0.4841266	-0.1633055	105.47	TUBGCP5	tubulin gamma complex associated protein 5
90843	8.13e-01	6.28e-01	0.1949	-0.4843338	-0.0943984	361.55	TCEAL8	transcription elongation factor A like 8
266675	8.13e-01	6.28e-01	0.6844	0.4839434	0.3312077	19.02	BEST4	bestrophin 4
101929680	8.13e-01	6.28e-01	0.883	0.4838958	0.4272634	10.27	SCN1A-AS1	SCN1A and SCN9A antisense RNA 1
5860	8.13e-01	6.28e-01	0.3508	-0.4839888	-0.1697762	158.18	QDPR	quinoid dihydropteridine reductase
51602	8.13e-01	6.29e-01	0.2589	-0.4836622	-0.1251995	702.92	NOP58	NOP58 ribonucleoprotein
23731	8.13e-01	6.29e-01	0.3074	0.4834859	0.1486264	518.47	TMEM245	transmembrane protein 245
23326	8.13e-01	6.29e-01	0.1854	0.4834715	0.0896468	2346.46	USP22	ubiquitin specific peptidase 22
6683	8.13e-01	6.29e-01	0.2854	0.4833153	0.1379267	1407.84	SPAST	spastin
154790	8.13e-01	6.29e-01	0.7107	-0.4833272	-0.3434861	38.76	CLEC2L	C-type lectin domain family 2 member L
100132891	8.13e-01	6.29e-01	0.513	-0.483235	-0.2479206	21.47	MSC-AS1	MSC antisense RNA 1
105375020	8.13e-01	6.29e-01	0.3599	-0.4828184	-0.1737482	17.8	LOC105375020	uncharacterized LOC105375020
100302740	8.13e-01	6.29e-01	0.4976	0.4828511	0.2402589	24.15	FAS-AS1	FAS antisense RNA 1
84224	8.13e-01	6.29e-01	0.4013	0.482678	0.1936972	134.78	NBPF3	NBPF member 3
123263	8.13e-01	6.29e-01	0.2909	0.4826228	0.1404188	399.57	MTFMT	mitochondrial methionyl-tRNA formyltransferase
9923	8.13e-01	6.30e-01	0.3283	-0.4823626	-0.1583633	553.95	ZBTB40	zinc finger and BTB domain containing 40
7841	8.13e-01	6.30e-01	0.2324	0.4823037	0.1120769	1119.99	MOGS	mannosyl-oligosaccharide glucosidase
8706	8.13e-01	6.30e-01	0.5379	-0.4822431	-0.2594115	26.12	B3GALNT1	beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)
3720	8.13e-01	6.30e-01	0.2954	0.4822653	0.1424391	1535.19	JARID2	jumonji and AT-rich interaction domain containing 2
93594	8.13e-01	6.30e-01	0.2626	-0.4823472	-0.1266593	160.03	TBC1D31	TBC1 domain family member 31
102724642	8.13e-01	6.30e-01	0.3018	-0.4820832	-0.1455062	112.11	LOC102724642	anaphase-promoting complex subunit 1-like
5863	8.13e-01	6.30e-01	0.2479	-0.4821127	-0.1195262	7617.39	RGL2	ral guanine nucleotide dissociation stimulator like 2
100128905	8.14e-01	6.30e-01	0.6211	-0.4819992	-0.2993471	9.52	LINC01960	long intergenic non-protein coding RNA 1960
100289373	8.14e-01	6.30e-01	0.3873	-0.481789	-0.1865863	8.96	UBAC2-AS1	UBAC2 antisense RNA 1
284391	8.14e-01	6.30e-01	0.3205	-0.4817105	-0.1543934	447.86	ZNF844	zinc finger protein 844
